78534853,TSLA,2017-03-28,2017-03-28T05:26:43Z,b'$TSLA http://blogs.wsj.com/moneybeat/2017/03/08/tesla-profits-still-stuck-in-traffic/\n\nDespite earnings being vastly lower than predicted 3 years ago ($7/sh lower) the stock is approaching ATH.',Bearish
78534912,TSLA,2017-03-28,2017-03-28T05:29:44Z,b'$TSLA tested neckline - T: ~360',None
78534936,AAPL,2017-03-28,2017-03-28T05:30:54Z,b'$AAPL $fb Made this ???',Bearish
78534936,FB,2017-03-28,2017-03-28T05:30:54Z,b'$AAPL $fb Made this ???',Bearish
78535051,AAPL,2017-03-28,2017-03-28T05:36:41Z,b'$NVDA $TSLA $NTDOY $AAPL $FB stock future is green',Bullish
78535051,FB,2017-03-28,2017-03-28T05:36:41Z,b'$NVDA $TSLA $NTDOY $AAPL $FB stock future is green',Bullish
78535051,TSLA,2017-03-28,2017-03-28T05:36:41Z,b'$NVDA $TSLA $NTDOY $AAPL $FB stock future is green',Bullish
78535084,TSLA,2017-03-28,2017-03-28T05:39:13Z,b'$TSLA three little soldiers formation? Blow off top to short coming?',None
78535201,AAPL,2017-03-28,2017-03-28T05:46:49Z,b'@BreakoutTheory @applelongandstrong $AAPL https://en.wikipedia.org/wiki/Product_Red Remember the red iPods# and the red iPad covers? It&#39;s all for charity...',None
78535343,AAPL,2017-03-28,2017-03-28T05:56:15Z,b'$AAPL $fb https://www.youtube.com/watch?v=kbpqZT_56Ns Longs don&#39;t hang yourself with this good song :)',Bearish
78535343,FB,2017-03-28,2017-03-28T05:56:15Z,b'$AAPL $fb https://www.youtube.com/watch?v=kbpqZT_56Ns Longs don&#39;t hang yourself with this good song :)',Bearish
78535392,AAPL,2017-03-28,2017-03-28T05:59:41Z,b'$FB $aapl Stranger things have happened though.... https://www.youtube.com/watch?v=CEIeb85DkCs',None
78535392,FB,2017-03-28,2017-03-28T05:59:41Z,b'$FB $aapl Stranger things have happened though.... https://www.youtube.com/watch?v=CEIeb85DkCs',None
78535416,TSLA,2017-03-28,2017-03-28T06:01:17Z,b'$TSLA Excellent!',None
78535457,AAPL,2017-03-28,2017-03-28T06:04:06Z,b'$AAPL LOL @ anyone that&#39;s actually still bearish here. Give it up already# you&#39;ve lost! ???',Bullish
78535728,TSLA,2017-03-28,2017-03-28T06:22:31Z,b'$TSLA lmao sure it will',None
78535755,FB,2017-03-28,2017-03-28T06:24:41Z,b'$FB 145 EOW let&#39;s do this',None
78535855,AAPL,2017-03-28,2017-03-28T06:32:11Z,b'$AAPL https://youtu.be/VA770wpLX-Q?t=6m28s Ever since Dre joined from Beats &quot;When the chips were down you just laughed at us....now you bout to feel the.',None
78535924,TSLA,2017-03-28,2017-03-28T06:37:09Z,b'$TSLA is chanos still short?',None
78536009,FB,2017-03-28,2017-03-28T06:44:44Z,b'$FB Off the highs afterhours.....lets tank this again :)',Bearish
78536056,TSLA,2017-03-28,2017-03-28T06:48:56Z,b'$TSLA What kind of leather is the seats?  https://electrek.files.wordpress.com/2017/03/model-x-semi-accident.png?w=719&amp;h=959',None
78536080,FB,2017-03-28,2017-03-28T06:51:11Z,b'@The_Real_Slim_Trady You should publish $FB. $Appl to the moon once and see the reaction from your fans\n\n.Come on one time please',Bullish
78536228,AAPL,2017-03-28,2017-03-28T07:10:19Z,b'$FB $aapl https://www.youtube.com/watch?v=Vl8RLa3i4n4 Futures got me locked up.....they won&#39;t let me out!!',Bearish
78536228,FB,2017-03-28,2017-03-28T07:10:19Z,b'$FB $aapl https://www.youtube.com/watch?v=Vl8RLa3i4n4 Futures got me locked up.....they won&#39;t let me out!!',Bearish
78536342,FB,2017-03-28,2017-03-28T07:21:31Z,b'Outperforming secs inc tech# healthcare----&gt; &quot;.NON #Trump / Reflation Pro Growth agenda trades $SPY $FB $AMZN $NFLX - $IHI $XLV',None
78536457,FB,2017-03-28,2017-03-28T07:33:29Z,b'Snapchat: The Next Twitter $SNAP $FB $TWTR http://ow.ly/YaPi30ajSUS',Bullish
78536484,FB,2017-03-28,2017-03-28T07:36:23Z,b'35% of 80 up 20%- 52%\nhttp://ow.ly/xgGt309AbpQ\n$WYNN $RACE $PEN $FB $NVRO $GKOS $NVRO $ANET $FTNT $BLUE',None
78536575,FB,2017-03-28,2017-03-28T07:51:37Z,b'$FB FB hires Apple Veteran to lead Oculus Hardware Push.  https://techcrunch.com/2017/03/27/facebook-hires-apple-veteran-to-lead-virtual-reality-hardware-efforts-at-oculus/ Very good. Xmas presents finally oculus rift?!??',Bullish
78536605,TSLA,2017-03-28,2017-03-28T07:55:23Z,b'$TSLA CEO launches technology company #Neuralink: WSJ http://on.wsj.com/2naUATf',None
78536626,TSLA,2017-03-28,2017-03-28T07:58:35Z,b'$TSLA is now more valuable than $F and why it doesn\x92t matter http://bit.ly/2ndbv7x',None
78536853,FB,2017-03-28,2017-03-28T08:31:45Z,b'$FB Facebook&#39;s Town Hall Finds Your Elected Officials http://www.pcmag.com/news/352682/facebooks-town-hall-finds-your-elected-officials BTW imo FB is the new government. FB IS THE PEOPLE.',Bullish
78536865,FB,2017-03-28,2017-03-28T08:33:05Z,b'$FB Prices dependent on WH Drama until about mid-April. Then ER expectations take over. May could be very good for FB. I think they CRUSH Q1',Bullish
78536894,TSLA,2017-03-28,2017-03-28T08:37:56Z,b'$TSLA',Bullish
